"state", "date_peak", "cases_peak"
"georgia", "08/13/21", "1,195"
"georgia", "11/05/21", "1,196"
"georgia", "02/04/22", "5,272"
"georgia", "07/19/22", "297"
"germany", "04/03/20", "59"
"germany", "06/21/20", "6"
"germany", "12/19/20", "273"
"germany", "04/24/21", "233"
"germany", "09/03/21", "117"
"germany", "11/26/21", "644"
"germany", "02/11/22", "2,101"
"germany", "03/25/22", "2,542"
"germany", "07/13/22", "1,149"
"ghana", "05/11/20", "10"
"ghana", "07/27/20", "24"
"ghana", "11/10/20", "5"
"ghana", "02/02/21", "23"
"ghana", "08/29/21", "17"
"ghana", "12/29/21", "37"
"ghana", "02/21/22", "4"
"ghana", "06/17/22", "7"
"greece", "04/01/20", "11"
"greece", "11/13/20", "219"
"greece", "04/02/21", "269"
"greece", "08/12/21", "288"
"greece", "11/11/21", "590"
"greece", "01/06/22", "3,153"
"greece", "03/17/22", "1,923"
"greece", "07/17/22", "5,028"
"guatemala", "07/17/20", "72"
"guatemala", "11/20/20", "29"
"guatemala", "01/15/21", "46"
"guatemala", "04/16/21", "76"
"guatemala", "08/20/21", "207"
"guatemala", "02/11/22", "187"
"guatemala", "07/15/22", "290"
"guinea", "05/31/20", "6"
"guinea", "08/15/20", "6"
"guinea", "10/30/20", "6"
"guinea", "03/10/21", "11"
"guinea", "08/09/21", "12"
"guinea", "01/07/22", "19"
"guinea", "04/11/22", "0"
"guinea", "05/15/22", "1"
"guinea", "06/29/22", "3"
"guinea_bissau", "05/07/20", "27"
"guinea_bissau", "07/01/20", "10"
"guinea_bissau", "08/06/20", "5"
"guinea_bissau", "11/28/20", "1"
"guinea_bissau", "02/03/21", "15"
"guinea_bissau", "08/20/21", "27"
"guinea_bissau", "11/12/21", "17"
"guinea_bissau", "01/23/22", "24"
"guinea_bissau", "06/22/22", "3"
"guinea_bissau", "07/24/22", "1"
"haiti", "06/02/20", "15"
"haiti", "01/15/21", "6"
"haiti", "06/06/21", "15"
"haiti", "10/04/21", "9"
"haiti", "01/20/22", "16"
"haiti", "05/02/22", "1"
"haiti", "06/27/22", "4"
"honduras", "07/18/20", "77"
"honduras", "08/29/20", "71"
"honduras", "10/19/20", "69"
"honduras", "02/06/21", "94"
"honduras", "05/02/21", "104"
"honduras", "08/16/21", "159"
"honduras", "01/23/22", "72"
"honduras", "02/19/22", "230"
"honduras", "04/30/22", "16"
"honduras", "07/20/22", "77"
"hong_kong", "04/01/20", "6"
"hong_kong", "07/28/20", "15"
"hong_kong", "10/07/20", "1"
"hong_kong", "12/02/20", "11"
"hong_kong", "01/21/21", "9"
"hong_kong", "03/14/21", "4"
"hong_kong", "06/23/21", "1"
"hong_kong", "08/26/21", "1"
"hong_kong", "10/13/21", "1"
"hong_kong", "03/03/22", "7,728"
"hong_kong", "07/24/22", "487"
"hungary", "04/10/20", "10"
"hungary", "11/29/20", "521"
"hungary", "03/27/21", "809"
"hungary", "11/24/21", "1,036"
"hungary", "02/02/22", "1,596"
"hungary", "07/18/22", "151"
"india", "09/11/20", "57"
"india", "05/07/21", "242"
"india", "08/27/21", "27"
"india", "01/21/22", "195"
"india", "04/29/22", "2"
"india", "07/22/22", "12"
